course_title,skills,rating,review_count,level,duration,skills_list,filtered_representative_skills,skill__Transform,skill__Big Data,skill__Strategy,skill__Customer Analysis,skill__Business Analysis,skill__Finance,skill__User Experience,skill__Network Architecture,skill__Reinforcement Learning,skill__DevOps,skill__Network Security,skill__Cloud Computing,skill__Computer Programming,skill__Leadership and Management,skill__Computer Programming Tools,skill__Sales,skill__Communication,skill__Marketing,skill__Critical Thinking,skill__Human Resources,skill__Data Management,skill__Organizational Development,skill__Data Visualization,skill__Human Learning,skill__Data Analysis,has_rep
Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Computer Programming"","" Problem Solving"","" Graph Theory"","" Mathematics"","" Data Structures"","" Computational Thinking"","" Mathematical Theory & Analysis"","" Critical Thinking"","" Computational Logic"","" Programming Principles"","" Software Engineering""}",4.8,5800.0,Intermediate , 3 - 6 Months,"['Algorithms', 'Theoretical Computer Science', 'Computer Programming', 'Problem Solving', 'Graph Theory', 'Mathematics', 'Data Structures', 'Computational Thinking', 'Mathematical Theory & Analysis', 'Critical Thinking', 'Computational Logic', 'Programming Principles', 'Software Engineering']","['Computer Programming', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
Medical Billing and Coding Fundamentals,"{"" Communication"","" Leadership and Management""}",4.8,188.0,Beginner , 3 - 6 Months,"['Communication', 'Leadership and Management']","['Communication', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True
TensorFlow: Advanced Techniques,"{"" Deep Learning"","" Machine Learning"","" Tensorflow"","" Artificial Neural Networks"","" Applied Machine Learning"","" Python Programming"","" Machine Learning Algorithms"","" Human Learning"","" Computer Vision"","" Computer Programming"","" Network Model"","" Machine Learning Software"","" Network Architecture"","" Training"","" Visualization (Computer Graphics)"","" Computer Graphic Techniques"","" Strategy""}",4.8,1400.0,Intermediate , 3 - 6 Months,"['Deep Learning', 'Machine Learning', 'Tensorflow', 'Artificial Neural Networks', 'Applied Machine Learning', 'Python Programming', 'Machine Learning Algorithms', 'Human Learning', 'Computer Vision', 'Computer Programming', 'Network Model', 'Machine Learning Software', 'Network Architecture', 'Training', 'Visualization (Computer Graphics)', 'Computer Graphic Techniques', 'Strategy']","['Human Learning', 'Computer Programming', 'Network Architecture', 'Strategy']",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,True
Applied Data Science with Python,"{"" Python Programming"","" Data Analysis"","" Computer Programming"","" Machine Learning"","" Algorithms"","" Applied Machine Learning"","" Data Mining"","" Machine Learning Algorithms"","" Exploratory Data Analysis"","" Statistical Programming"","" Data Management"","" Extract"","" Transform"","" Load"","" Natural Language Processing"","" Critical Thinking"","" Statistical Machine Learning"","" Graph Theory"","" Network Analysis"","" Computer Programming Tools"","" Human Learning"","" Data Visualization"","" Network Model"","" Data Analysis Software"","" Regression"","" Computer Networking"","" General Statistics"","" Network Architecture"","" Plot (Graphics)"","" Visualization (Computer Graphics)"","" Computer Graphics""}",4.5,33500.0,Intermediate , 3 - 6 Months,"['Python Programming', 'Data Analysis', 'Computer Programming', 'Machine Learning', 'Algorithms', 'Applied Machine Learning', 'Data Mining', 'Machine Learning Algorithms', 'Exploratory Data Analysis', 'Statistical Programming', 'Data Management', 'Extract', 'Transform', 'Load', 'Natural Language Processing', 'Critical Thinking', 'Statistical Machine Learning', 'Graph Theory', 'Network Analysis', 'Computer Programming Tools', 'Human Learning', 'Data Visualization', 'Network Model', 'Data Analysis Software', 'Regression', 'Computer Networking', 'General Statistics', 'Network Architecture', 'Plot (Graphics)', 'Visualization (Computer Graphics)', 'Computer Graphics']","['Data Analysis', 'Computer Programming', 'Data Management', 'Transform', 'Critical Thinking', 'Computer Programming Tools', 'Human Learning', 'Data Visualization', 'Network Architecture']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,True
Mathematics for Machine Learning,"{"" Algebra"","" Linear Algebra"","" Mathematics"","" Machine Learning"","" Mathematical Theory & Analysis"","" Computer Programming"","" Python Programming"","" Machine Learning Algorithms"","" Calculus"","" Computational Logic"","" Algorithms"","" Differential Equations"","" Applied Mathematics"","" Problem Solving"","" Statistical Analysis"","" Dimensionality Reduction"","" Computer Programming Tools"","" Regression""}",4.6,14000.0,Beginner , 3 - 6 Months,"['Algebra', 'Linear Algebra', 'Mathematics', 'Machine Learning', 'Mathematical Theory & Analysis', 'Computer Programming', 'Python Programming', 'Machine Learning Algorithms', 'Calculus', 'Computational Logic', 'Algorithms', 'Differential Equations', 'Applied Mathematics', 'Problem Solving', 'Statistical Analysis', 'Dimensionality Reduction', 'Computer Programming Tools', 'Regression']","['Computer Programming', 'Computer Programming Tools']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True
Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Algorithms"","" Human Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Python Programming"","" Statistical Machine Learning"","" Statistical Programming"","" Artificial Neural Networks"","" Decision Making"","" Probability & Statistics"","" Probability Distribution""}",4.7,3300.0,Intermediate , 3 - 6 Months,"['Machine Learning', 'Reinforcement Learning', 'Algorithms', 'Human Learning', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Computer Programming', 'Python Programming', 'Statistical Machine Learning', 'Statistical Programming', 'Artificial Neural Networks', 'Decision Making', 'Probability & Statistics', 'Probability Distribution']","['Reinforcement Learning', 'Human Learning', 'Computer Programming']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,True
Mergers and Acquisitions,"{"" Mergers & Acquisitions"","" Finance"","" Accounting"","" Financial Analysis"","" Financial Accounting"","" Banking"","" Business Analysis"","" Investment Management"","" Financial Management"","" Data Analysis"","" Market Analysis"","" Corporate Accouting"","" Taxes""}",4.6,249.0,Intermediate , 3 - 6 Months,"['Mergers & Acquisitions', 'Finance', 'Accounting', 'Financial Analysis', 'Financial Accounting', 'Banking', 'Business Analysis', 'Investment Management', 'Financial Management', 'Data Analysis', 'Market Analysis', 'Corporate Accouting', 'Taxes']","['Finance', 'Business Analysis', 'Data Analysis']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Leading People and Teams,"{"" Human Resources"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Leadership Development"","" Talent Management"","" Business Psychology"","" People Analysis"","" Communication"","" People Management"","" Strategy"","" Human Learning"","" Human Resources Operations"","" Business Communication"","" Collaboration"","" Influencing"","" Performance Management"","" Conflict Management"","" Employee Relations"","" Business Analysis"","" Marketing"","" Recruitment""}",4.7,10200.0,Beginner , 3 - 6 Months,"['Human Resources', 'Leadership and Management', 'People Development', 'Strategy and Operations', 'Leadership Development', 'Talent Management', 'Business Psychology', 'People Analysis', 'Communication', 'People Management', 'Strategy', 'Human Learning', 'Human Resources Operations', 'Business Communication', 'Collaboration', 'Influencing', 'Performance Management', 'Conflict Management', 'Employee Relations', 'Business Analysis', 'Marketing', 'Recruitment']","['Human Resources', 'Leadership and Management', 'Communication', 'Strategy', 'Human Learning', 'Business Analysis', 'Marketing']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,True
Fundamentals of Project Planning and Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Planning""}",4.7,9300.0,Beginner , 1 - 4 Weeks,"['Project Management', 'Strategy and Operations', 'Leadership and Management', 'Planning']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
The Business of Health Care,"{"" Leadership and Management"","" Finance"","" Decision Making"","" Performance Management"","" Strategy and Operations"","" Operations Management"","" Business Analysis"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" People Management"","" Generally Accepted Accounting Principles (GAAP)"","" People Analysis"","" Strategy"","" Business Process Management"","" Innovation"","" Leadership Development"","" Payments"","" Behavioral Economics"","" Problem Solving"","" Compensation"","" Correlation And Dependence"","" Insurance Sales"","" Research and Design"","" Risk Management""}",4.6,1700.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Finance', 'Decision Making', 'Performance Management', 'Strategy and Operations', 'Operations Management', 'Business Analysis', 'Financial Analysis', 'Financial Management', 'Business Psychology', 'Accounting', 'Accounts Payable and Receivable', 'Financial Accounting', 'General Accounting', 'Management Accounting', 'People Management', 'Generally Accepted Accounting Principles (GAAP)', 'People Analysis', 'Strategy', 'Business Process Management', 'Innovation', 'Leadership Development', 'Payments', 'Behavioral Economics', 'Problem Solving', 'Compensation', 'Correlation And Dependence', 'Insurance Sales', 'Research and Design', 'Risk Management']","['Leadership and Management', 'Finance', 'Business Analysis', 'Strategy']",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
AI for Good,"{"" Artificial Neural Networks"","" Computer Vision"","" Exploratory Data Analysis"","" Natural Language Processing"","" Python Programming""}",4.8,160.0,Beginner , 1 - 3 Months,"['Artificial Neural Networks', 'Computer Vision', 'Exploratory Data Analysis', 'Natural Language Processing', 'Python Programming']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Analyze Data to Answer Questions,"{"" Data Analysis"","" Data Management"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",4.6,9600.0,Beginner , 1 - 4 Weeks,"['Data Analysis', 'Data Management', 'Microsoft Excel', 'SQL', 'Spreadsheet Software']","['Data Analysis', 'Data Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True
Data Science: Foundations using R,"{"" Data Analysis"","" R Programming"","" Statistical Programming"","" Exploratory Data Analysis"","" Computer Programming"","" Computer Programming Tools"","" Data Management"","" Programming Principles"","" Data Structures"","" Statistical Analysis"","" Critical Thinking"","" Problem Solving"","" General Statistics"","" Process Analysis"","" Basic Descriptive Statistics"","" Statistical Tests"","" Computational Thinking"","" Big Data"","" Data Mining"","" Data Visualization"","" Databases"","" Extract"","" Transform"","" Load"","" Plot (Graphics)"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Interactive Data Visualization"","" Knitr"","" Visualization (Computer Graphics)""}",4.6,47700.0,Beginner , 3 - 6 Months,"['Data Analysis', 'R Programming', 'Statistical Programming', 'Exploratory Data Analysis', 'Computer Programming', 'Computer Programming Tools', 'Data Management', 'Programming Principles', 'Data Structures', 'Statistical Analysis', 'Critical Thinking', 'Problem Solving', 'General Statistics', 'Process Analysis', 'Basic Descriptive Statistics', 'Statistical Tests', 'Computational Thinking', 'Big Data', 'Data Mining', 'Data Visualization', 'Databases', 'Extract', 'Transform', 'Load', 'Plot (Graphics)', 'Communication', 'Computer Graphic Techniques', 'Computer Graphics', 'Interactive Data Visualization', 'Knitr', 'Visualization (Computer Graphics)']","['Data Analysis', 'Computer Programming', 'Computer Programming Tools', 'Data Management', 'Critical Thinking', 'Big Data', 'Data Visualization', 'Transform', 'Communication']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True
Meta Marketing Analytics,"{"" Marketing"","" Data Analysis"","" Digital Marketing"","" Advertising"","" Marketing Management"","" Media Strategy & Planning"","" Business Analysis"","" Statistical Analysis"","" Communication"","" Probability & Statistics"","" Market Analysis"","" General Statistics"","" Experiment"","" Data Visualization"","" Storytelling"","" Regression"","" Statistical Tests"","" Market Research"","" Basic Descriptive Statistics"","" Probability Distribution"","" Brand Management"","" Forecasting"","" Research and Design"","" Computer Programming"","" Data Management"","" Databases"","" Python Programming"","" SQL"","" Statistical Programming"","" Tableau Software""}",4.7,2100.0,Beginner , 3 - 6 Months,"['Marketing', 'Data Analysis', 'Digital Marketing', 'Advertising', 'Marketing Management', 'Media Strategy & Planning', 'Business Analysis', 'Statistical Analysis', 'Communication', 'Probability & Statistics', 'Market Analysis', 'General Statistics', 'Experiment', 'Data Visualization', 'Storytelling', 'Regression', 'Statistical Tests', 'Market Research', 'Basic Descriptive Statistics', 'Probability Distribution', 'Brand Management', 'Forecasting', 'Research and Design', 'Computer Programming', 'Data Management', 'Databases', 'Python Programming', 'SQL', 'Statistical Programming', 'Tableau Software']","['Marketing', 'Data Analysis', 'Business Analysis', 'Communication', 'Data Visualization', 'Computer Programming', 'Data Management']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,True
OKR Certification: Leadership and Goal Setting,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Communication"","" Organizational Development"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Performance Management"","" Planning""}",4.8,320.0,Beginner , 1 - 4 Weeks,"['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Business Transformation', 'Communication', 'Organizational Development', 'Professional Development', 'Critical Thinking', 'Leadership Development', 'Performance Management', 'Planning']","['Leadership and Management', 'Strategy', 'Communication', 'Organizational Development', 'Critical Thinking']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,True
Introduction to Artificial Intelligence (AI),"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Data Analysis"","" Data Science""}",4.7,11700.0,Beginner , 1 - 4 Weeks,"['Algorithms', 'Applied Machine Learning', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Data Analysis', 'Data Science']","['Human Learning', 'Data Analysis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True
Achieving Personal and Professional Success,"{"" Communication"","" Human Learning"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Leadership and Management"","" People Analysis"","" Decision Making"","" Emotional Intelligence"","" People Development"","" Adaptability"","" Negotiation"","" Influencing"","" Innovation""}",4.7,3000.0,Beginner , 3 - 6 Months,"['Communication', 'Human Learning', 'Professional Development', 'Critical Thinking', 'Leadership Development', 'Leadership and Management', 'People Analysis', 'Decision Making', 'Emotional Intelligence', 'People Development', 'Adaptability', 'Negotiation', 'Influencing', 'Innovation']","['Communication', 'Human Learning', 'Critical Thinking', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,True
People and Soft Skills for Professional and Personal Success,"{"" Leadership and Management"","" Communication"","" Problem Solving"","" Critical Thinking"","" Planning"","" Professional Development"","" Collaboration"","" People Management"","" Conflict Management""}",4.6,641.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Communication', 'Problem Solving', 'Critical Thinking', 'Planning', 'Professional Development', 'Collaboration', 'People Management', 'Conflict Management']","['Leadership and Management', 'Communication', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,True
Business Analytics with Excel: Elementary to Advanced,"{"" Business Analysis"","" Data Analysis"","" Data Visualization"","" Spreadsheet Software"","" Data Model"","" Decision Making"","" Microsoft Excel"","" Process Analysis"","" Statistical Visualization""}",4.8,1100.0,Intermediate , 1 - 3 Months,"['Business Analysis', 'Data Analysis', 'Data Visualization', 'Spreadsheet Software', 'Data Model', 'Decision Making', 'Microsoft Excel', 'Process Analysis', 'Statistical Visualization']","['Business Analysis', 'Data Analysis', 'Data Visualization']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True
