course_title,rating,review_count,skills_list,platform,level,duration,filtered_representative_skills,skill__['strategy and operations',skill__['aws',skill__['system programming',skill__['user experience design',skill__'google cloud platform'],skill__'risk management',skill__'computer science',skill__'sales',skill__'customer relationship management',skill__'entrepreneurial finance'],skill__'interactive data visualization',skill__'bayesian network',skill__['salesforce'],skill__'continuous delivery',skill__'linear algebra',skill__['database application',skill__['machine learning',skill__['javascript'],skill__'docker'],skill__'social media',skill__['people development',skill__'fintech',skill__'cloud-based integration',skill__'data analysis',skill__'computer graphics',skill__'planning',skill__'security strategy',skill__['software testing',skill__'benefits',skill__'finance',skill__'conflict management',skill__'leadership and management'],skill__['html and css',skill__'advertising',skill__'creativity',skill__'business intelligence',skill__'system software'],skill__'other web frameworks',skill__'network architecture',skill__'video'],skill__['financial management',skill__'microsoft excel'],skill__'virtual reality'],skill__['blockchain',skill__'computational logic',skill__'sap'],skill__'compensation',skill__'innovation',skill__'microsoft azure',skill__['wordpress',skill__'extract',skill__'amazon web services'],skill__'django'],skill__['emotional intelligence',skill__['resilience'],skill__'plot (graphics)',skill__'data management',skill__'application development'],skill__'jira',skill__'market analysis'],skill__['computer security incident management'],skill__'employee relations',skill__'google app engine',skill__['audit',skill__'mergers & acquisitions',skill__'material handling',skill__'graph theory',skill__'computational logic'],skill__'php programming',skill__'billing & invoicing',skill__['internet of things',skill__'power bi'],skill__'accounts payable and receivable',skill__'linux',skill__'software engineering',skill__'kubernetes',skill__'critical thinking',skill__'clinical data management',skill__'payments',skill__['scrum',skill__'securities trading',skill__'human factors'],skill__'business communication',skill__'ibm cloud',skill__'human learning',skill__'basic descriptive statistics'],skill__'problem solving',skill__['b2b sales'],skill__'corporate accouting'],skill__['small data'],skill__['conflict management'],skill__'applied machine learning',skill__['website'],skill__'devops',skill__'financial accounting',skill__'statistical machine learning',skill__'inventory management',skill__'training',skill__'scala programming'],skill__'dimensionality reduction',skill__'b2b sales',skill__'strategy',skill__['regulations and compliance',skill__'agile software development'],skill__'computer security incident management',skill__'behavioral economics',skill__'customer analysis',skill__'digital marketing',skill__'transform',skill__'scientific visualization',skill__['3d',skill__'regulations and compliance',skill__'generally accepted accounting principles (gaap)',skill__'account management',skill__['computational thinking',skill__'information technology',skill__['writing'],skill__['cloud engineering',skill__'react (web framework)',skill__['customer success',skill__'product strategy',skill__'talent management',skill__'python programming',skill__'cash management',skill__'database administration',skill__'data architecture',skill__'media strategy & planning'],skill__'project management',skill__'website'],skill__['cloud-based integration',skill__'computer security incident management'],skill__['risk management'],skill__['amazon web services'],skill__'sas',skill__'continuous integration',skill__['sales systems',skill__['virtual reality'],skill__'systems design',skill__'correlation and dependence',skill__'human resources operations',skill__'c programming language family'],skill__'docker (software)',skill__'supply chain systems',skill__['health'],skill__'storytelling'],skill__'hr tech'],skill__['scala programming'],skill__'budget management',skill__'web design',skill__['survey creation',has_rep
Deep Learning,4.8,141500.0,"[""['tensorflow'"", ""'artificial neural networks'"", ""'mathematics'"", ""'natural language processing'"", ""'regression'"", ""'computer vision'"", ""'machine learning'"", ""'applied machine learning'"", ""'linear algebra'"", ""'mathematical theory & analysis'"", ""'machine learning software'"", ""'calculus'"", ""'python programming'"", ""'network model'"", ""'exploratory data analysis'"", ""'deep learning'"", ""'network architecture'"", ""'data analysis'"", ""'machine learning algorithms'"", ""'algorithms'"", ""'human learning'"", ""'organizational development'"", ""'computer programming'"", ""'strategy']""]",coursera,2,78.21,"[""'applied machine learning'"", ""'linear algebra'"", ""'python programming'"", ""'network architecture'"", ""'data analysis'"", ""'human learning'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
IBM AI Foundations for Business,4.7,77200.0,"[""['big data'"", ""'artificial neural networks'"", ""'regression'"", ""'business transformation'"", ""'cloud computing'"", ""'computer vision'"", ""'machine learning'"", ""'applied machine learning'"", ""'machine learning software'"", ""'innovation'"", ""'writing'"", ""'deep learning'"", ""'data architecture'"", ""'data analysis'"", ""'business process management'"", ""'data mining'"", ""'machine learning algorithms'"", ""'algorithms'"", ""'human learning'"", ""'strategy and operations'"", ""'data science'"", ""'strategy'"", ""'data management'"", ""'leadership and management']""]",coursera,1,34.76,"[""'applied machine learning'"", ""'innovation'"", ""'data architecture'"", ""'data analysis'"", ""'human learning'"", ""'strategy'"", ""'data management'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Data Engineering Foundations,4.6,45100.0,"[""['data engineering'"", ""'big data'"", ""'data model'"", ""'network security'"", ""'database design'"", ""'cloud computing'"", ""'databases'"", ""'data structures'"", ""'nosql'"", ""'transform'"", ""'load'"", ""'sql'"", ""'python programming'"", ""'ibm cloud'"", ""'computational thinking'"", ""'database application'"", ""'data architecture'"", ""'data analysis'"", ""'data mining'"", ""'database theory'"", ""'extract'"", ""'postgresql'"", ""'data warehousing'"", ""'data science'"", ""'computer programming'"", ""'database administration'"", ""'data management'"", ""'leadership and management']""]",coursera,1,78.21,"[""'transform'"", ""'python programming'"", ""'ibm cloud'"", ""'data architecture'"", ""'data analysis'"", ""'extract'"", ""'database administration'"", ""'data management'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
IBM Back-End Development,4.6,36700.0,"[""['devops'"", ""'software-defined networking'"", ""'kubernetes'"", ""'programming principles'"", ""'cloud computing'"", ""'web development'"", ""'docker (software)'"", ""'databases'"", ""'sql'"", ""'collaboration'"", ""'cloud applications'"", ""'linux'"", ""'software architecture'"", ""'python programming'"", ""'cloud infrastructure'"", ""'software engineering tools'"", ""'ibm cloud'"", ""'security engineering'"", ""'database application'"", ""'cloud-based integration'"", ""'data analysis'"", ""'microarchitecture'"", ""'django (web framework)'"", ""'software engineering'"", ""'product management'"", ""'software security'"", ""'agile software development'"", ""'communication'"", ""'computer programming'"", ""'application development'"", ""'mergers & acquisitions'"", ""'data management'"", ""'leadership and management']""]",coursera,1,78.21,"[""'kubernetes'"", ""'docker (software)'"", ""'linux'"", ""'python programming'"", ""'ibm cloud'"", ""'cloud-based integration'"", ""'data analysis'"", ""'software engineering'"", ""'mergers & acquisitions'"", ""'data management'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Applied Data Science,4.6,48500.0,"[""['machine learning'"", ""'general statistics'"", ""'probability & statistics'"", ""'exploratory data analysis'"", ""'statistical visualization'"", ""'data science'"", ""'data analysis'"", ""'computer programming'"", ""'regression'"", ""'statistical programming'"", ""'machine learning algorithms'"", ""'data visualization'"", ""'python programming'"", ""'plot (graphics)'"", ""'algorithms']""]",coursera,1,78.21,"[""['machine learning'"", ""'data analysis'"", ""'python programming'"", ""'plot (graphics)'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
IBM Applied AI,4.6,46200.0,"[""['artificial neural networks'"", ""'natural language processing'"", ""'visualization (computer graphics)'"", ""'cloud computing'"", ""'computer vision'"", ""'machine learning'"", ""'applied machine learning'"", ""'user experience design'"", ""'machine learning software'"", ""'cloud applications'"", ""'python programming'"", ""'cloud api'"", ""'ibm cloud'"", ""'deep learning'"", ""'human computer interaction'"", ""'data analysis'"", ""'machine learning algorithms'"", ""'algorithms'"", ""'human learning'"", ""'software as a service'"", ""'data science'"", ""'computer programming'"", ""'application development'"", ""'computer programming tools']""]",coursera,1,78.21,"[""'applied machine learning'"", ""'python programming'"", ""'ibm cloud'"", ""'data analysis'"", ""'human learning'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Excel Skills for Business,4.9,59000.0,"[""['spreadsheet software'"", ""'databases'"", ""'data model'"", ""'finance'"", ""'data analysis'"", ""'business analysis'"", ""'microsoft excel'"", ""'data visualization'"", ""'plot (graphics)'"", ""'leadership and management']""]",coursera,1,78.21,"[""'finance'"", ""'data analysis'"", ""'plot (graphics)'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Applied Software Engineering Fundamentals,4.6,36000.0,"[""['software engineering tools'"", ""'software engineering'"", ""'software-defined networking'"", ""'product management'"", ""'software architecture'"", ""'agile software development'"", ""'communication'"", ""'programming principles'"", ""'collaboration'"", ""'data analysis'"", ""'computer programming'"", ""'application development'"", ""'mergers & acquisitions'"", ""'linux'"", ""'python programming'"", ""'leadership and management']""]",coursera,1,78.21,"[""'software engineering'"", ""'data analysis'"", ""'mergers & acquisitions'"", ""'linux'"", ""'python programming'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Generative AI with Large Language Models,4.8,1300.0,"[""['machine learning'"", ""'python programming'"", ""'natural language processing']""]",coursera,2,43.45,"[""['machine learning'"", ""'python programming'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Google Advanced Data Analytics,4.7,2200.0,"[""['machine learning'"", ""'general statistics'"", ""'exploratory data analysis'"", ""'project management'"", ""'tableau software'"", ""'communication'"", ""'data analysis'"", ""'computer programming'"", ""'probability distribution'"", ""'statistical analysis'"", ""'python programming'"", ""'regression'"", ""'planning']""]",coursera,3,78.21,"[""['machine learning'"", ""'project management'"", ""'data analysis'"", ""'python programming'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"DevOps, Cloud, and Agile Foundations",4.7,7700.0,"[""['devops'"", ""'continuous delivery'"", ""'software engineering'"", ""'scrum (software development)'"", ""'agile software development'"", ""'continuous integration'"", ""'cloud platforms'"", ""'cloud infrastructure'"", ""'cloud applications'"", ""'cloud storage'"", ""'cloud computing'"", ""'leadership and management'"", ""'ibm cloud']""]",coursera,1,78.21,"[""'continuous delivery'"", ""'software engineering'"", ""'continuous integration'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Meta Front-End Developer,4.7,14700.0,"[""['user experience'"", ""'web development'"", ""'interactive design'"", ""'data structures'"", ""'javascript'"", ""'react (web framework)'"", ""'web design'"", ""'collaboration'"", ""'software testing'"", ""'linux'"", ""'software engineering tools'"", ""'computer science'"", ""'problem solving'"", ""'human computer interaction'"", ""'html and css'"", ""'algorithms'"", ""'front-end web development'"", ""'software engineering'"", ""'product design'"", ""'communication'"", ""'web development tools'"", ""'computer programming'"", ""'application development']""]",coursera,1,78.21,"[""'react (web framework)'"", ""'web design'"", ""'linux'"", ""'computer science'"", ""'problem solving'"", ""'software engineering'"", ""'application development']""]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
Cloud Application Development Foundations,4.6,6100.0,"[""['devops'"", ""'continuous delivery'"", ""'cloud platforms'"", ""'continuous integration'"", ""'cloud computing'"", ""'web development'"", ""'nosql'"", ""'javascript'"", ""'react (web framework)'"", ""'cloud applications'"", ""'cloud storage'"", ""'cloud infrastructure'"", ""'cloud api'"", ""'ibm cloud'"", ""'computer science'"", ""'cloud management'"", ""'software as a service'"", ""'web development tools'"", ""'computer programming']""]",coursera,1,78.21,"[""'continuous delivery'"", ""'continuous integration'"", ""'react (web framework)'"", ""'ibm cloud'"", ""'computer science'""]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Foundations of Project Management,4.9,73700.0,"[""['emotional intelligence'"", ""'culture'"", ""'project management'"", ""'strategy and operations'"", ""'organizational development'"", ""'people management'"", ""'communication'"", ""'business communication'"", ""'influencing'"", ""'planning'"", ""'leadership and management'"", ""'change management']""]",coursera,1,43.45,"[""['emotional intelligence'"", ""'project management'"", ""'business communication'"", ""'planning'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Foundations of Cybersecurity,4.9,11800.0,"[""['computer programming'"", ""'leadership and management'"", ""'sql'"", ""'linux']""]",coursera,1,43.45,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
IBM IT Support,4.7,6600.0,"[""['devops'"", ""'cloud platforms'"", ""'information technology'"", ""'network security'"", ""'cyberattacks'"", ""'cloud computing'"", ""'customer success'"", ""'databases'"", ""'cloud storage'"", ""'cloud applications'"", ""'system security'"", ""'customer support'"", ""'ibm cloud'"", ""'cloud infrastructure'"", ""'security engineering'"", ""'network architecture'"", ""'networking hardware'"", ""'operating systems'"", ""'computer networking'"", ""'software engineering'"", ""'strategy and operations'"", ""'communication'"", ""'computer programming'"", ""'cryptography'"", ""'leadership and management']""]",coursera,1,78.21,"[""'information technology'"", ""'ibm cloud'"", ""'network architecture'"", ""'software engineering'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Foundations: Data, Data, Everywhere",4.8,93900.0,"[""['spreadsheet software'"", ""'databases'"", ""'sql'"", ""'data science'"", ""'data analysis'"", ""'microsoft excel'"", ""'data visualization'"", ""'business analysis']""]",coursera,1,34.76,"[""'data analysis'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
IBM IT Project Manager,4.8,2400.0,"[""['software-defined networking'"", ""'risk management'"", ""'programming principles'"", ""'information technology'"", ""'cloud computing'"", ""'cloud applications'"", ""'software architecture'"", ""'python programming'"", ""'software engineering tools'"", ""'ibm cloud'"", ""'operating systems'"", ""'software engineering'"", ""'product management'"", ""'project management'"", ""'scrum (software development)'"", ""'agile software development'"", ""'communication'"", ""'computer programming'"", ""'application development'"", ""'leadership and management']""]",coursera,1,78.21,"[""'risk management'"", ""'information technology'"", ""'python programming'"", ""'ibm cloud'"", ""'software engineering'"", ""'project management'"", ""'leadership and management']""]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Google IT Automation with Python,4.7,42000.0,"[""['google cloud platform'"", ""'problem solving'"", ""'data structures'"", ""'cloud platforms'"", ""'collaboration'"", ""'computer programming'"", ""'python programming'"", ""'cloud computing'"", ""'leadership and management']""]",coursera,1,78.21,"[""'problem solving'"", ""'python programming'"", ""'leadership and management']""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Information Technology (IT) and Cloud Fundamentals,4.7,6100.0,"[""['devops'"", ""'cloud platforms'"", ""'network security'"", ""'cyberattacks'"", ""'cloud computing'"", ""'databases'"", ""'cloud storage'"", ""'cloud applications'"", ""'system security'"", ""'cloud infrastructure'"", ""'ibm cloud'"", ""'security engineering'"", ""'network architecture'"", ""'networking hardware'"", ""'operating systems'"", ""'computer networking'"", ""'software engineering'"", ""'computer programming'"", ""'cryptography']""]",coursera,1,78.21,"[""'ibm cloud'"", ""'network architecture'"", ""'software engineering'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Prompt Engineering,4.8,1800.0,"[""['problem solving'"", ""'data analysis'"", ""'writing'"", ""'creativity']""]",coursera,1,34.76,"[""'data analysis'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Microsoft Power BI Data Analyst,4.6,907.0,"[""['transform'"", ""'load'"", ""'sql'"", ""'data model'"", ""'data analysis'"", ""'data mining'"", ""'data management'"", ""'power bi'"", ""'microsoft excel'"", ""'extract']""]",coursera,1,78.21,"[""'data analysis'"", ""'data management'""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
